city_cn,city,city_id,province_cn,province,tier,lat,lng,population,city_tier1,city_tier2,city_tier3,city_tier4,city_tier5,distance,local_flow,pagerank,mean_intensity,intensity_2019,intensity_2020,intensity_reduction,date_0123,date_0124,date_0125,date_0126,date_0127,date_0128,date_0129,date_0130,date_0131,date_0201,date_0202,date_0203,date_0204,date_0205,date_0206,date_0207,date_0208,date_0209,date_0210,date_0211,date_0212,date_0213,date_0214,date_0215,date_0216,date_0217,date_0218,date_0219,date_0220,date_0221,date_0222,date_0223,date_0224,date_0225,date_0226,date_0227,date_0228,date_0229,date_0301,date_0302,date_0303,date_0304,date_0305,date_0306,date_0307,date_0308,date_0309,date_0310,date_0311,date_0312,date_0313,date_0314,date_0315,date_0316,date_0317,date_0318,date_0319,date_0320,date_0321,date_0322,date_0323,date_0324,date_0325,date_0326,date_0327,date_0328,date_0329,date_0330,date_0331,date_0401,hubei_city
茂名市,Maoming,440900,广东省,Guangdong,Tier 4,21.669064031332088,110.931542579969,641.15,0,0,0,1,0,1045.259899829924,4.349926476,0.002498733946572905,4.850872727272726,347.99820000000017,311.847,36.15120000000013,0,0,0,0,0,2,3,3,3,3,4,5,6,6,6,6,9,10,11,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
肇庆市,Zhaoqing,441200,广东省,Guangdong,Tier 3,23.05288877112561,112.47148894063037,418.71,0,0,1,0,0,855.7891071849402,3.652077456,0.001788744048816985,4.394327272727273,306.9711000000001,232.0838,74.88730000000002,1,2,4,4,4,5,5,6,6,7,7,10,11,13,14,14,14,14,15,16,16,17,17,17,17,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0
惠州市,Huizhou,441300,广东省,Guangdong,Tier 2,23.116358854725593,114.42355801658172,488.0,0,1,0,0,0,829.108704453304,16.339915674,0.002523911170439935,3.858377272727273,253.4412,195.3925,58.0487,5,7,8,8,11,12,17,17,20,23,28,29,31,35,39,41,47,50,53,54,55,56,58,58,58,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,0
梅州市,Meizhou,441400,广东省,Guangdong,Tier 4,24.294177532206213,116.1295373761225,438.3,0,0,0,1,0,721.2928497417087,3.3553018800000003,0.0014533811889953072,4.71165,325.1432000000001,294.8895,30.25370000000009,0,0,1,1,3,4,5,5,5,6,7,9,10,12,12,13,13,13,13,13,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
汕尾市,Shanwei,441500,广东省,Guangdong,Tier 4,22.79126303654673,115.38155260365083,301.5,0,0,0,1,0,871.5481220603557,1.514121984,0.0009407044911837174,4.022931818181818,267.82680000000005,255.3279,12.498900000000047,0,0,0,1,1,1,1,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
河源市,Heyuan,441600,广东省,Guangdong,Tier 4,23.74968437095975,114.7074462729064,310.56,0,0,0,1,0,759.9045139036995,2.310781284,0.001191934403542888,4.532240909090908,303.4634999999999,265.8412,37.62229999999994,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
阳江市,Yangjiang,441700,广东省,Guangdong,Tier 4,21.864339726138937,111.98848929181268,257.09,0,0,0,1,0,995.0391691596536,3.3661118160000005,0.0011191375990330706,5.105545454545455,338.0409,313.8797,24.161200000000008,3,5,8,8,8,10,10,10,10,10,10,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
清远市,Qingyuan,441800,广东省,Guangdong,Tier 3,23.688230292088083,113.06246832527266,388.6,0,0,1,0,0,775.6253572498822,5.227119216000001,0.0018575127258574765,4.6904499999999985,322.7978,280.0433,42.75450000000001,1,2,3,3,5,6,6,6,6,6,6,8,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
东莞市,Dongguan,441900,广东省,Guangdong,new Tier 1,23.02730841164339,113.7584204578765,846.45,1,0,0,0,0,840.6921475181972,27.16338726,0.004276577255162179,3.5297181818181813,225.4656,174.02669999999995,51.43890000000005,0,1,2,2,2,7,7,16,21,27,31,37,44,47,53,56,58,60,62,67,70,73,81,89,89,91,91,92,93,93,94,96,97,97,97,98,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
中山市,Zhongshan,442000,广东省,Guangdong,Tier 2,22.5223146707905,113.39942236263187,338.0,0,1,0,0,0,899.4099536373352,11.145600972,0.00222273722375735,4.246304545454545,276.3898000000001,208.3981,67.99170000000011,2,2,2,4,6,12,16,18,18,21,25,31,35,44,46,46,51,56,58,62,64,64,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,0
潮州市,Chaozhou,445100,广东省,Guangdong,Tier 3,23.66262319261589,116.62947017362819,265.98,0,0,1,0,0,802.082500414165,2.378660904,0.0010341019723099454,3.744504545454546,243.8849,227.08520000000004,16.799699999999945,0,0,0,0,0,0,0,0,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,0
揭阳市,Jieyang,445200,广东省,Guangdong,Tier 3,23.555740488275585,116.37851218033846,610.5,0,0,1,0,0,806.7944722556775,4.231675548000001,0.001623410851862389,3.8814318181818175,255.5754,251.0663,4.509100000000019,0,0,3,3,4,6,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
云浮市,Yunfu,445300,广东省,Guangdong,Tier 5,22.920911970342857,112.05151269959144,254.52,0,0,0,0,1,879.8033110158664,1.026612468,0.0011909304986860026,4.567359090909092,319.5156,294.9085,24.607100000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
南宁市,Nanning,450100,广西壮族自治区,Guangxi,Tier 2,22.82260660118716,108.3734508258186,734.48,0,1,0,0,0,1044.2411622824734,34.08012711,0.007733121872509756,5.228618181818182,332.2157,264.074,68.14170000000001,0,0,1,5,5,7,15,16,16,16,22,27,28,30,31,32,35,37,41,44,44,47,49,50,51,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,0
柳州市,Liuzhou,450200,广西壮族自治区,Guangxi,Tier 3,24.331961386852413,109.43442194634564,407.8,0,0,1,0,0,845.0673101719904,14.38078131,0.003135360033531394,5.4095818181818185,348.53580000000005,296.444,52.091800000000035,2,3,4,6,6,6,10,11,12,12,14,15,17,20,20,20,20,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
桂林市,Guilin,450300,广西壮族自治区,Guangxi,Tier 3,25.242885724872647,110.20354537457943,540.6,0,0,1,0,0,717.9973084981465,21.384489888000004,0.0031928863585511487,5.412004545454545,363.8136,294.3536000000001,69.45999999999998,2,6,11,14,15,16,18,18,21,23,24,24,26,27,28,29,29,30,30,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
梧州市,Wuzhou,450400,广西壮族自治区,Guangxi,Tier 5,23.48274528113516,111.28551681182014,307.7,0,0,0,0,1,843.5643856708739,5.5382214240000005,0.0018326265422525703,5.360368181818182,368.7725,337.7809000000001,30.991600000000005,1,1,2,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
北海市,Beihai,450500,广西壮族自治区,Guangxi,Tier 4,21.48683649576942,109.12653321256599,168.0,0,0,0,1,0,1134.6024172748853,15.654417372000001,0.001787026954649581,5.390404545454545,345.1909,274.3205,70.87040000000002,6,6,7,9,11,13,15,17,23,23,26,27,29,31,31,32,33,35,36,39,39,40,43,43,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,0
防城港市,Fangchenggang,450600,广西壮族自治区,Guangxi,Tier 5,21.693005289969395,108.360418838298,96.36,0,0,0,0,1,1151.6545862874568,2.4044101560000004,0.0011694335802660337,5.04615909090909,313.41170000000005,261.6768,51.73490000000004,0,2,2,3,3,5,5,7,8,8,9,11,13,15,15,16,16,17,17,17,17,17,17,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0
钦州市,Qinzhou,450700,广西壮族自治区,Guangxi,Tier 5,21.986593539484296,108.66058016842224,332.41,0,0,0,0,1,1108.0593924651027,3.499317936,0.002280289361334127,5.106163636363637,347.2829000000001,304.01790000000005,43.26499999999999,0,0,0,0,0,0,1,1,1,2,2,3,4,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
贵港市,Guigang,450800,广西壮族自治区,Guangxi,Tier 5,23.11744838203753,109.60552031033306,443.08,0,0,0,0,1,951.447286183228,7.820470944,0.0027153010920160183,5.287968181818182,361.39380000000006,322.5439,38.84990000000005,0,0,0,0,0,0,0,0,0,4,5,5,5,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
玉林市,Yulin,450900,广西壮族自治区,Guangxi,Tier 4,22.659830509953146,110.1884531233724,587.78,0,0,0,1,0,970.4455111910955,8.960538492000001,0.003447277829478585,5.100709090909091,352.6835,302.732,49.95149999999995,0,1,1,2,2,2,2,4,5,7,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
百色市,Baise,451000,广西壮族自治区,Guangxi,Tier 5,23.90818593429596,106.62458932565384,368.74,0,0,0,0,1,1061.9441635376145,3.216001968,0.0024444779165707915,5.78865909090909,380.9612,363.5187,17.442500000000052,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
贺州市,Hezhou,451100,广西壮族自治区,Guangxi,Tier 5,24.409450902865487,111.57352631416218,208.53,0,0,0,0,1,737.1621616534973,5.034966804000001,0.0014228040962218106,5.339318181818182,363.5644,312.5549000000001,51.0095,0,0,0,0,0,0,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
河池市,Hechi,451200,广西壮族自治区,Guangxi,Tier 5,24.698911731272894,108.0914999449866,356.36,0,0,0,0,1,896.3534921406473,4.867650288,0.0024924006628647645,5.517227272727271,361.96390000000014,334.8431,27.12080000000009,1,3,3,3,3,3,5,6,6,6,6,8,9,11,11,15,19,21,21,21,21,21,22,22,22,22,23,23,24,25,25,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,0
来宾市,Laibin,451300,广西壮族自治区,Guangxi,Tier 5,23.756546762607282,109.22745819590092,224.43,0,0,0,0,1,909.964312217015,3.766603356,0.0021312947699760835,5.47935,364.8053,334.3297,30.475599999999986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
崇左市,Chongzuo,451400,广西壮族自治区,Guangxi,Tier 5,22.383117234663306,107.3715202061015,211.03,0,0,0,0,1,1142.6797820973813,1.986778692,0.001656210603282526,5.1490136363636365,354.8738,316.7698,38.10399999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
海口市,Haikou,460100,海南省,Hainan,Tier 3,20.04404943925674,110.32552547126407,232.79,0,0,1,0,0,1235.8658587040193,22.04924733,0.008267724434732459,5.456631818181819,311.5227000000001,240.2117,71.31100000000005,3,3,3,6,7,9,9,9,11,11,13,14,16,16,19,23,23,28,29,29,29,29,33,33,33,34,34,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,0
三亚市,Sanya,460200,海南省,Hainan,Tier 3,18.25873629174785,109.51855670139908,63.4369,0,0,1,0,0,1450.175322284816,21.882884832,0.004294128331632218,6.5531181818181805,322.8214,295.7094,27.111999999999966,2,5,8,10,14,14,14,14,15,17,17,18,22,30,32,37,40,41,45,46,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,0
三沙市,Sansha,460300,海南省,Hainan,Tier 5,16.838953334409126,112.34048204137058,,0,0,0,0,1,1537.071043455855,0.00646542,0.000427397406903966,5.2060818181818185,262.4055,263.05920000000003,-0.6537000000000717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
儋州市,Danzhou,460400,海南省,Hainan,Tier 5,19.5271461100442,109.58745583568613,92.07,0,0,0,0,1,1315.3542403869988,2.9571334200000003,0.00206068132592267,5.4955181818181815,355.1824,303.0569,52.12549999999999,0,3,3,4,5,5,5,5,6,6,7,8,8,10,11,11,11,11,11,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
五指山市,Wuzhishan,469001,海南省,Hainan,Tier 5,18.780994100706135,109.52354032070568,10.71,0,0,0,0,1,1395.3413396423275,0.346574376,0.0007179869594087037,4.253540909090908,253.7463,249.1532,4.593100000000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
琼海市,Qionghai,469002,海南省,Hainan,Tier 5,19.26425401991763,110.4805445259504,52.14,0,0,0,0,1,1313.5061618191667,3.8351432880000003,0.0016128359300812093,5.445286363636364,333.4227,295.15989999999994,38.262800000000034,0,0,0,0,1,1,3,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
文昌市,Wenchang,469005,海南省,Hainan,Tier 5,19.549062083120717,110.80450870631745,57.52,0,0,0,0,1,1273.870943311988,2.2873376160000003,0.001724822691084535,5.501472727272726,350.4073,330.3055,20.101800000000022,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
万宁市,Wanning,469006,海南省,Hainan,Tier 5,18.800106988303387,110.39943436554806,58.5,0,0,0,0,1,1365.2253058714114,2.1705048360000005,0.0016574545604877053,5.811727272727271,374.6574,333.0355,41.62190000000004,2,5,5,7,7,8,8,8,8,8,9,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
东方市,Dongfang,469007,海南省,Hainan,Tier 5,19.10110473128863,108.65856652679173,43.45,0,0,0,0,1,1395.2280040234662,1.1442571920000002,0.0012692747070133516,6.119363636363636,357.9161000000001,352.5404000000001,5.375699999999995,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
定安县,Dingan,469021,海南省,Hainan,Tier 5,19.687119947910173,110.36553348340986,30.1,0,0,0,0,1,1272.2168788783092,0.9396839159999999,0.00122230626410818,5.277736363636363,367.3978,347.2390000000001,20.15879999999998,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
屯昌县,Tunchang,469022,海南省,Hainan,Tier 5,19.35737492427829,110.1085773245709,27.15,0,0,0,0,1,1315.188061164203,0.3433570560000001,0.0010153830127868852,5.090195454545455,384.0997,327.3017,56.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
澄迈县,Chengmai,469023,海南省,Hainan,Tier 5,19.74434867164637,110.01351091010905,49.44,0,0,0,0,1,1277.7074507063635,2.2912525080000004,0.001926488420536539,4.9835318181818185,313.99479999999994,298.2823,15.712499999999974,0,0,1,2,2,2,2,2,2,2,2,3,4,4,6,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
临高县,Lingao,469024,海南省,Hainan,Tier 5,19.919474770278047,109.6974430148332,45.1,0,0,0,0,1,1270.6269971325153,1.2306705840000003,0.0012722596581062591,5.912827272727273,395.3445,379.0291,16.315399999999954,1,1,1,1,1,1,1,1,3,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
白沙黎族自治县,Baisha,469025,海南省,Hainan,Tier 5,19.231378733012683,109.45747066911305,17.34,0,0,0,0,1,1350.7981546739875,0.226919556,0.0007502682000633938,5.2404,351.7856,338.0324,13.753199999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
昌江黎族自治县,Changjiang,469026,海南省,Hainan,Tier 5,19.303997876684264,109.06246408734344,23.61,0,0,0,0,1,1358.2438723162336,0.583327332,0.0009551882970249996,5.3205409090909095,342.67369999999994,309.9547,32.718999999999944,0,0,0,0,0,0,0,1,1,1,3,3,3,3,4,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
乐东黎族自治县,Ledong,469027,海南省,Hainan,Tier 5,18.755871493854865,109.18050798894579,48.27,0,0,0,0,1,1410.302236406963,1.1759706360000002,0.0014549725294811275,5.674763636363638,334.5823000000001,379.18980000000005,-44.607500000000016,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
陵水黎族自治县,Lingshui,469028,海南省,Hainan,Tier 5,18.51233159569881,110.04446409254778,33.39,0,0,0,0,1,1406.4305073749215,3.149339616,0.0013971346997443304,5.721463636363636,327.70039999999995,328.9672,-1.266800000000046,0,0,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
保亭黎族苗族自治县,Baoting,469029,海南省,Hainan,Tier 5,18.646909955375843,109.70348151429985,15.45,0,0,0,0,1,1403.2272531813926,0.48044275200000003,0.0008603257250812413,5.359086363636363,327.527,310.7833,16.74369999999999,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
琼中黎族苗族自治县,Qiongzhong,469030,海南省,Hainan,Tier 5,19.039163789180613,109.84451062847003,18.02,0,0,0,0,1,1357.3361519152784,0.207948708,0.0008119061237129247,4.616122727272726,330.8876,275.0913,55.79630000000003,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
重庆市,Chongqing,500000,重庆市,Chongqing,new Tier 1,29.56899624533893,106.55843415537664,3124.32,1,0,0,0,0,755.9436398958943,197.01606283200002,0.015681770225050594,5.2401681818181824,330.0374,261.2332,68.80419999999998,27,57,75,110,132,147,165,206,238,262,300,337,366,389,411,426,446,468,486,505,518,529,537,544,551,553,555,560,567,572,573,575,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,577,577,578,578,578,578,578,579,579,579,579,579,0
成都市,Chengdu,510100,四川省,Sichuan,new Tier 1,30.65582187841641,104.08153351042463,1658.1,1,0,0,0,0,980.4755423041879,83.986142598,0.02171949084164172,5.226659090909092,329.0961000000001,251.9701,77.12600000000003,7,16,22,33,37,46,59,69,72,73,77,87,92,97,102,109,120,123,124,125,131,135,139,140,140,140,141,141,143,143,143,143,143,143,143,143,143,143,143,143,143,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,0
自贡市,Zigong,510300,四川省,Sichuan,Tier 5,29.34558492132757,104.78444884671713,292.2,0,0,0,0,1,929.6268506280867,3.359388816,0.0028988868499928624,5.252090909090909,349.2777,332.1983,17.079400000000017,0,1,1,2,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
攀枝花市,Panzhihua,510400,四川省,Sichuan,Tier 5,26.58803317333301,101.7255411709144,121.4,0,0,0,0,1,1307.9339160488835,1.683174168,0.0012590790411988644,4.9410227272727285,325.3909000000001,280.517,44.87390000000005,0,0,0,0,0,0,0,1,7,9,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
泸州市,Luzhou,510500,四川省,Sichuan,Tier 4,28.87766830360723,105.4485240693266,432.94,0,0,0,1,0,878.0939907767128,6.7024412280000005,0.003913374141727813,5.3333,351.9233000000001,317.6597,34.263600000000054,0,1,2,3,4,5,5,5,5,6,7,9,10,12,13,13,16,17,17,19,19,19,19,19,19,19,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
德阳市,Deyang,510600,四川省,Sichuan,Tier 4,31.133115003656755,104.40441936496448,356.1,0,0,0,1,0,949.0332062355104,5.572941264,0.003464596048789645,4.937122727272726,327.9299,277.5659,50.36399999999998,1,1,1,1,1,2,3,7,7,10,10,12,12,12,12,13,16,16,16,16,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
