city_cn,city,city_id,province_cn,province,tier,lat,lng,population,city_tier1,city_tier2,city_tier3,city_tier4,city_tier5,distance,local_flow,pagerank,mean_intensity,intensity_2019,intensity_2020,intensity_reduction,date_0123,date_0124,date_0125,date_0126,date_0127,date_0128,date_0129,date_0130,date_0131,date_0201,date_0202,date_0203,date_0204,date_0205,date_0206,date_0207,date_0208,date_0209,date_0210,date_0211,date_0212,date_0213,date_0214,date_0215,date_0216,date_0217,date_0218,date_0219,date_0220,date_0221,date_0222,date_0223,date_0224,date_0225,date_0226,date_0227,date_0228,date_0229,date_0301,date_0302,date_0303,date_0304,date_0305,date_0306,date_0307,date_0308,date_0309,date_0310,date_0311,date_0312,date_0313,date_0314,date_0315,date_0316,date_0317,date_0318,date_0319,date_0320,date_0321,date_0322,date_0323,date_0324,date_0325,date_0326,date_0327,date_0328,date_0329,date_0330,date_0331,date_0401,hubei_city
长春市,Changchun,220100,吉林省,Jilin,Tier 2,43.82195350104314,125.33060207590692,753.8,0,1,0,0,0,1760.0509736617166,12.811512258000002,0.006318473581086939,5.705718181818184,355.4206,294.39450000000005,61.026099999999936,1,1,1,1,1,1,4,4,7,13,17,18,28,29,32,32,37,39,40,42,42,43,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0
吉林市,Jilin,220200,吉林省,Jilin,Tier 4,43.84356783457924,126.5556345049548,411.6,0,0,0,1,0,1823.6482233198547,4.381163316000001,0.002173815325310847,5.369518181818184,339.1389999999999,301.96019999999993,37.17880000000002,1,2,2,2,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
四平市,Siping,220300,吉林省,Jilin,Tier 5,43.171993571561,124.35648155715893,318.2,0,0,0,0,1,1655.1330146393784,2.3624285040000004,0.0025906519784488426,4.946963636363637,333.5461,273.1972,60.348899999999965,0,0,0,1,1,1,1,1,1,1,4,7,8,9,10,10,12,12,12,12,13,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
辽源市,Liaoyuan,220400,吉林省,Jilin,Tier 5,42.89405500574631,125.15042516688749,116.547,0,0,0,0,1,1669.7826965672384,0.7546475159999999,0.0010688268680004213,5.36565,348.5856,299.6674,48.91820000000001,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
通化市,Tonghua,220500,吉林省,Jilin,Tier 5,41.733815801613424,125.94660627598029,214.74,0,0,0,0,1,1616.2657675958142,2.104304184,0.001491397697186299,5.0596000000000005,319.9791,266.474,53.50509999999997,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
白山市,Baishan,220600,吉林省,Jilin,Tier 5,41.93962720532889,126.42963008937572,116.5,0,0,0,0,1,1660.6363968374203,0.879142572,0.0009417582656358703,5.014504545454546,319.3471,276.8505,42.4966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松原市,Songyuan,220700,吉林省,Jilin,Tier 5,45.14740419341382,124.83148187569292,274.55,0,0,0,0,1,1857.569843117093,1.996648704,0.001993212096075239,5.489604545454546,355.3595,327.2596000000001,28.099899999999927,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
白城市,Baicheng,220800,吉林省,Jilin,Tier 5,45.62550435999602,122.8455906084976,188.5,0,0,0,0,1,1825.5926522059965,1.1396800440000001,0.0014931597960990734,5.134795454545454,347.92400000000004,295.4202,52.50380000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
延边朝鲜族自治州,Yanbian,222400,吉林省,Jilin,Tier 4,42.91574303372182,129.47737632022742,207.2,0,0,0,1,0,1918.2032712990133,1.7614736279999998,0.001162651486099591,5.270918181818182,335.525,277.0928,58.43219999999997,0,0,0,0,0,0,2,2,2,2,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
哈尔滨市,Harbin,230100,黑龙江省,Heilongjiang,Tier 2,45.80882582795218,126.54161509031664,1076.3,0,1,0,0,0,1994.2635400030856,26.694616770000003,0.007917073725057025,5.367327272727274,336.7274,220.5903,116.13709999999998,1,6,8,8,10,11,13,18,25,34,45,63,73,82,94,100,114,128,146,150,159,164,167,182,188,190,192,194,197,197,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,0
齐齐哈尔市,Qiqihar,230200,黑龙江省,Heilongjiang,Tier 4,47.3599771860153,123.92457086841536,526.7,0,0,0,1,0,2034.9593567865838,2.5190141400000003,0.0027205627677421304,5.149527272727274,344.40990000000005,241.7324,102.67750000000008,0,0,1,1,2,3,3,3,3,3,3,6,20,26,27,27,27,30,32,33,33,36,36,38,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,0
鸡西市,Jixi,230300,黑龙江省,Heilongjiang,Tier 5,45.300872317823895,130.97561865876668,169.4,0,0,0,0,1,2183.844703450256,0.8938405079999999,0.0010581328985647316,4.900259090909091,328.7444,215.8563,112.88809999999998,0,0,0,0,0,1,1,2,4,4,6,9,12,21,29,31,34,34,38,43,44,44,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
鹤岗市,Hegang,230400,黑龙江省,Heilongjiang,Tier 5,47.35605615768509,130.3044328986694,98.5,0,0,0,0,1,2309.924736319899,0.766941696,0.0009207744615767498,5.243722727272727,342.4282,263.615,78.8132,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
双鸭山市,Shuangyashan,230500,黑龙江省,Heilongjiang,Tier 5,46.65318589588607,131.16534168078073,140.7,0,0,0,0,1,2298.455544445658,1.6752543119999999,0.0012695104704900564,5.047086363636363,332.38300000000004,227.8917,104.4913,0,0,0,1,1,1,1,1,2,4,7,12,16,20,36,36,38,38,38,39,39,48,48,49,50,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0
大庆市,Daqing,230600,黑龙江省,Heilongjiang,Tier 3,46.59363317672175,125.1086576340204,272.0,0,0,1,0,0,2004.918088446238,2.617305048,0.002419831429846324,5.773245454545455,360.2599,263.8012,96.45870000000002,1,1,3,5,5,5,5,7,8,8,11,11,11,13,13,13,13,13,14,15,15,18,19,19,20,20,23,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0
伊春市,Yichun,230700,黑龙江省,Heilongjiang,Tier 5,47.733318457230936,128.84754638019822,112.436,0,0,0,0,1,2271.161607267345,0.7692430680000001,0.0009719243710813963,4.383622727272726,289.6944,215.6688,74.02559999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
佳木斯市,Jiamusi,230800,黑龙江省,Heilongjiang,Tier 5,46.80568999085779,130.327359092573,232.0,0,0,0,0,1,2266.0496181432945,2.487109212,0.002177538000366584,5.2299727272727266,337.74250000000006,238.9276,98.81490000000014,0,0,0,1,1,5,5,8,11,11,11,11,11,12,13,13,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
七台河市,Qitaihe,230900,黑龙江省,Heilongjiang,Tier 5,45.77630032154785,131.01154459102744,76.97,0,0,0,0,1,2221.9797592024333,0.4262006160000001,0.0008333051871484627,5.814513636363636,368.49,252.8216,115.66840000000002,0,0,0,1,2,2,2,3,5,6,7,8,9,9,10,11,13,14,15,15,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
牡丹江市,Mudanjiang,231000,黑龙江省,Heilongjiang,Tier 5,44.55624570898632,129.63953977834691,250.4,0,0,0,0,1,2050.3230321069045,1.9332681480000005,0.0014165102060093569,4.985936363636363,327.3152,237.0704,90.2448,1,1,1,1,1,1,1,2,6,7,8,8,9,10,11,12,12,12,12,12,12,12,12,12,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
黑河市,Heihe,231100,黑龙江省,Heilongjiang,Tier 5,50.25127231175014,127.53548988621854,158.1,0,0,0,0,1,2445.410268030301,0.7093455120000001,0.0011755362765530468,4.522172727272726,294.56019999999995,201.0595,93.50069999999994,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,4,4,6,10,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
绥化市,Suihua,231200,黑龙江省,Heilongjiang,Tier 5,46.6600321798244,126.9753568753013,521.7,0,0,0,0,1,2090.398565313957,3.3858933119999994,0.003574830135705661,4.997077272727274,319.8764,236.1854,83.69099999999997,1,1,2,3,8,8,10,12,13,14,16,22,24,29,39,44,35,37,39,43,45,45,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,0
大兴安岭地区,Daxinganling,232700,黑龙江省,Heilongjiang,Tier 5,50.420025955027846,124.15292785448057,41.683,0,0,0,0,1,2348.9522047676082,0.254384388,0.0006071003621047887,4.45064090909091,538.6424000000002,208.4552,330.18720000000013,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
上海市,Shanghai,310000,上海市,Shanghai,Tier 1,31.23592904225201,121.48053886017652,2428.14,1,0,0,0,0,688.7669110758998,135.83671698600006,0.00863224975948515,5.879227272727272,353.46259999999984,278.3512,75.11139999999989,20,33,40,53,66,80,101,128,153,177,193,208,233,254,269,281,292,295,302,306,313,318,326,328,331,333,333,333,334,334,335,335,335,336,337,337,337,337,337,338,338,339,342,342,342,342,344,344,344,346,350,353,355,358,361,368,371,380,394,404,414,433,451,468,485,492,498,509,516,522,0
南京市,Nanjing,320100,江苏省,Jiangsu,new Tier 1,32.064652885618464,118.80242172124584,850.0,1,0,0,0,0,457.22438931207495,58.483105974,0.006358166813295495,5.754154545454546,342.395,271.17400000000004,71.221,3,4,7,7,10,14,19,25,28,35,40,44,47,52,57,65,71,78,84,87,90,91,91,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,0
无锡市,Wuxi,320200,江苏省,Jiangsu,Tier 2,31.498809732685714,120.318583288106,659.15,0,1,0,0,0,581.9457523036217,23.261205294,0.003128783077787385,5.9063954545454544,367.0509,302.1129,64.93799999999999,1,1,2,4,6,9,10,12,13,19,23,25,26,28,31,34,38,41,45,48,49,51,52,53,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,0
徐州市,Xuzhou,320300,江苏省,Jiangsu,Tier 2,34.212666550113056,117.29057543439451,882.56,0,1,0,0,0,488.9906508291883,23.579602200000004,0.004931526801687811,5.704677272727272,376.2619,299.1668,77.09509999999995,0,0,0,3,8,8,15,20,23,30,36,39,45,45,49,52,56,60,63,66,71,76,77,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
常州市,Changzhou,320400,江苏省,Jiangsu,Tier 2,31.815795653327843,119.98148471327892,473.6,0,1,0,0,0,556.8497639178427,16.118580096000002,0.002362014769936546,5.92185,366.3788,293.05209999999994,73.32670000000007,0,5,5,6,8,8,10,13,14,15,15,19,24,27,29,31,31,31,31,36,38,43,43,46,49,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,0
苏州市,Suzhou,320500,江苏省,Jiangsu,new Tier 1,31.30356407444177,120.59241222959322,1075.0,1,0,0,0,0,605.1356384539256,39.54686652,0.005379116022252643,5.911422727272727,371.7635,290.4016000000001,81.36189999999993,2,3,7,8,12,20,24,32,34,38,44,52,55,60,69,72,75,77,80,84,85,85,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
南通市,Nantong,320600,江苏省,Jiangsu,Tier 2,31.986549431200892,120.90159173866184,731.8,0,1,0,0,0,645.9220173094527,20.99176398,0.002515602429808036,5.794586363636364,372.48339999999985,322.29149999999987,50.19189999999998,1,1,2,4,6,6,9,10,12,17,19,22,25,27,29,31,32,33,35,37,38,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,0
连云港市,Lianyungang,320700,江苏省,Jiangsu,Tier 3,34.60224952526725,119.22862133316609,451.1,0,0,1,0,0,640.2840241314769,10.193509476000001,0.0021776010387078624,5.4835590909090905,357.6189,278.26599999999996,79.35289999999998,1,1,3,3,3,3,6,9,13,13,14,17,20,22,24,27,32,35,37,39,42,45,46,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0
淮安市,Huaian,320800,江苏省,Jiangsu,Tier 3,33.61629530103313,119.02148367070623,493.26,0,0,1,0,0,556.2962390326611,8.116771212,0.002272389099957203,5.793136363636365,388.7336,311.23529999999994,77.4983000000001,0,0,1,2,2,3,7,10,12,13,18,22,26,34,37,40,44,46,46,47,51,56,60,63,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0
盐城市,Yancheng,320900,江苏省,Jiangsu,Tier 3,33.3551009176262,120.167544265761,720.89,0,0,1,0,0,632.1248443096216,12.823128629999998,0.0025681207671629626,5.431172727272728,369.3737,338.6578,30.715899999999976,0,1,1,1,1,6,6,8,13,15,15,15,15,16,16,17,17,18,18,21,25,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,0
扬州市,Yangzhou,321000,江苏省,Jiangsu,Tier 3,32.40067693609037,119.41941890822996,454.9,0,0,1,0,0,524.7116703967748,14.688821555999999,0.002133889019819173,5.860895454545457,375.3447,315.2495,60.095199999999984,1,1,1,4,5,8,8,8,13,13,14,15,15,15,17,17,18,18,18,18,20,20,21,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0
镇江市,Zhenjiang,321100,江苏省,Jiangsu,Tier 3,32.19471592052375,119.43048944567384,320.35,0,0,1,0,0,517.9426087282468,10.086385518000002,0.001743744808317122,5.586577272727274,356.1679,301.6888,54.47909999999996,0,0,0,2,2,2,2,2,2,3,3,5,6,8,9,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
泰州市,Taizhou,321200,江苏省,Jiangsu,Tier 3,32.4606750493083,119.92956633785481,463.61,0,0,1,0,0,572.011569744769,14.156901198,0.0021154632855414283,5.914359090909091,375.23589999999984,325.7671,49.46879999999993,0,0,1,2,4,8,9,12,17,17,21,23,26,28,29,30,30,31,34,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,0
宿迁市,Suqian,321300,江苏省,Jiangsu,Tier 3,33.967749715690076,118.28157403570835,493.79,0,0,1,0,0,528.53843451056,7.6075203239999984,0.0025086656448161607,5.749559090909092,386.6977,330.70870000000014,55.988999999999926,0,1,1,1,3,4,4,7,8,8,9,10,11,11,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
杭州市,Hangzhou,330100,浙江省,Zhejiang,new Tier 1,30.253082981693467,120.2155118037217,1036.0,1,0,0,0,0,568.4257300909637,54.18293779800002,0.0051688534539774105,5.629718181818182,346.784,263.1168,83.66719999999998,6,12,27,27,32,51,69,85,98,110,118,132,141,151,156,162,165,155,157,159,162,165,166,166,168,168,168,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,181,182,182,183,183,183,183,183,183,183,184,184,181,181,181,181,181,181,181,181,0
宁波市,Ningbo,330200,浙江省,Zhejiang,Tier 2,29.86603304586605,121.62857249434141,854.2,0,1,0,0,0,708.8737727100722,22.86005441400001,0.0022532289436159128,5.58885909090909,356.07300000000004,280.9337,75.13929999999998,5,6,13,13,17,20,41,46,55,66,75,102,120,126,136,141,146,149,151,153,153,153,154,155,156,156,156,156,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,0
温州市,Wenzhou,330300,浙江省,Zhejiang,Tier 2,28.001085404472214,120.70647689035565,930.0,0,1,0,0,0,684.6017826518513,33.38067591,0.002390030151398157,4.525549999999999,291.7735,206.8764,84.8971,6,10,18,32,60,114,172,227,241,265,291,340,364,396,421,438,448,464,474,481,490,496,499,502,503,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,505,506,507,507,507,507,504,504,504,504,504,504,504,504,0
嘉兴市,Jiaxing,330400,浙江省,Zhejiang,Tier 2,30.750974830920143,120.76355182586005,480.0,0,1,0,0,0,618.4180094130579,11.85777144,0.0019362841395415518,5.185913636363637,343.2731,267.3447,75.92840000000002,3,4,8,8,11,14,16,16,18,19,19,23,27,30,35,37,38,40,40,42,42,42,43,43,43,43,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,46,46,47,47,45,46,46,46,46,46,46,46,0
湖州市,Huzhou,330500,浙江省,Zhejiang,Tier 3,30.898963937294184,120.09451660915786,306.0,0,0,1,0,0,554.676450665449,7.860107807999999,0.0014205994846313015,5.170236363636363,342.5164000000001,281.91189999999995,60.604500000000094,0,0,1,3,3,5,5,6,6,6,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,0
绍兴市,Shaoxing,330600,浙江省,Zhejiang,Tier 2,30.036369311306892,120.58547847885336,505.7,0,1,0,0,0,606.5368093495142,13.658189868000006,0.001642759198060022,5.283709090909091,349.6338,282.6666,66.96720000000005,1,4,5,6,7,19,19,23,24,27,30,30,30,33,34,36,38,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0
金华市,Jinhua,330700,浙江省,Zhejiang,Tier 2,29.084639385513697,119.65343619052915,562.4,0,1,0,0,0,542.7492025422267,20.379193865999998,0.002263516808461224,4.727627272727274,211.2417,235.9645,-24.722800000000035,1,2,3,5,7,13,20,27,34,34,36,40,44,47,48,52,53,53,53,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,0
衢州市,Quzhou,330800,浙江省,Zhejiang,Tier 4,28.975545802265025,118.86659674035565,221.8,0,0,0,1,0,475.70266091551383,7.609891032,0.001285598688153678,5.945227272727275,307.52609999999993,335.74499999999995,-28.21890000000002,2,2,3,5,5,8,10,12,13,13,14,15,15,15,15,15,15,15,21,21,21,21,21,21,21,21,21,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
舟山市,Zhoushan,330900,浙江省,Zhejiang,Tier 3,29.99091168016034,122.21355631852043,117.6,0,0,1,0,0,762.9872371890822,3.7793553480000006,0.0006861514276827796,5.417272727272729,350.8593,301.9602000000001,48.899099999999926,1,2,2,4,4,6,6,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
台州市,Taizhou,331000,浙江省,Zhejiang,Tier 2,28.662194055996146,121.42743470427969,615.0,0,1,0,0,0,721.5976465970531,17.896104036,0.0015410451029150274,5.254122727272726,321.6392,262.0898,59.54939999999999,18,20,21,22,22,40,64,81,95,100,109,115,122,124,129,133,138,141,143,143,144,144,145,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,0
丽水市,Lishui,331100,浙江省,Zhejiang,Tier 4,28.473278180563412,119.9295730584414,221.3,0,0,0,1,0,593.2254041196433,4.5339532920000005,0.0009082466935361775,4.899159090909091,317.3405,259.0116,58.3289000000001,0,0,3,3,5,6,6,7,8,14,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,25,25,25,25,25,25,25,25,25,25,25,25,28,28,28,28,29,29,29,29,30,30,31,17,17,17,17,17,17,17,17,0
合肥市,Hefei,340100,安徽省,Anhui,new Tier 1,31.82657783368689,117.23344266497664,818.9,1,0,0,0,0,309.9241309394268,74.60757233999998,0.008202130679902345,5.575963636363635,340.8988,255.87099999999998,85.02779999999998,6,10,13,13,16,29,39,50,59,59,75,81,93,104,115,128,136,147,150,157,161,166,168,169,171,173,173,173,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,0
芜湖市,Wuhu,340200,安徽省,Anhui,Tier 3,31.358536655799266,118.43943137653523,377.8,0,0,1,0,0,403.1915371862262,18.809181234,0.002382880897475375,5.624677272727271,360.06590000000017,303.40240000000006,56.66350000000007,0,1,3,6,9,11,14,14,15,16,16,21,23,26,27,29,29,30,31,31,31,31,31,31,31,33,33,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0
蚌埠市,Bengbu,340300,安徽省,Anhui,Tier 3,32.921523704350825,117.39551332813694,341.2,0,0,1,0,0,389.46323744494543,10.423181736,0.002593201861269422,5.675740909090909,385.6782,291.606,94.0722,1,1,1,3,3,3,8,15,16,26,37,43,48,64,88,99,115,126,134,141,146,149,153,157,158,158,159,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0
淮南市,Huainan,340400,安徽省,Anhui,Tier 4,32.63184739905333,117.00638885071615,390.8,0,0,0,1,0,340.876416843662,9.464815332,0.002471544516231856,5.2993272727272736,362.4471,300.2801,62.16699999999997,0,0,1,2,2,2,6,6,6,6,7,8,12,12,14,21,22,23,24,24,23,23,23,24,25,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,0
马鞍山市,Maanshan,340500,安徽省,Anhui,Tier 3,31.676265597609106,118.5135795794315,229.14,0,0,1,0,0,418.13499172408586,11.130303635999997,0.0016997495168546266,5.527336363636364,355.5309000000001,310.4485,45.082400000000064,0,4,7,7,10,11,14,14,22,27,28,28,30,30,30,31,31,31,32,32,32,34,35,36,36,36,37,37,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,0
